resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F2,Thin F3,Thin F4,Temp_Etching,Source_Power,Selectivity,etch_rate_stage1,Flux60s,Flux90s,Flux160s,Flux480s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Temp_OXid,ppm,Pressure,Oxid_time,oxid_thickness_spec_gap,oxidation_rate_nm_per_min,oxidation_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,type,Vapor,Target,Lot_Num,group_id,error_class
0.657,13.357,14.928,20.061,198.044,90.129,497.795,3956.932,4945.81,4.853,89.844,29.949,54.185,405,470.117,108.702,3651.0,1439.0,209.0,72.411,51.761,1.086,2047.0,1.57e+16,1.47e+17,8.61e+17,3.02e+17,32767.877,104.341,901.0,157,1292.53,45.2,0.32,31,-23.049999999999955,23.324193548387097,False,False,False,wet,H2O,15,28,28_29,none
0.648,15.667,15.028,19.961,197.707,90.096,497.63,3952.414,4940.614,4.937,89.781,29.806,54.822,405,480.868,108.193,3651.0,1437.0,269.0,71.711,51.14,1.064,2051.0,1.03e+16,5550000000000000.0,4.07e+16,3.01e+17,32767.986,103.085,901.0,155,1297.06,45.11,-0.05,32,-19.25,22.4765625,True,False,False,wet,H2O,90,28,28_30,none
0.776,20.188,15.142,20.011,197.512,89.963,497.511,3951.15,4938.704,5.072,89.792,29.951,53.837,405,471.592,108.619,3661.0,1617.0,261.0,72.552,51.185,1.103,2070.0,5250000000000000.0,9550000000000000.0,1.92e+16,3e+17,32757.622,103.307,902.0,155,1289.62,45.28,0.19,32,-24.850000000000023,22.6515625,False,False,False,wet,H2O,132,28,28_31,none
1.487,10.365,15.023,20.037,197.505,90.086,497.403,3948.621,4935.77,5.06,90.095,30.011,57.926,405,469.276,108.607,3657.0,1563.0,312.0,71.909,51.668,1.034,2051.0,2.15e+16,2410000000000000.0,188000000000000.1,2.99e+17,32758.748,103.879,903.0,156,1293.37,45.32,0.33,30,-18.629999999999995,23.95433333333333,False,False,False,wet,H2O,156,28,28_32,none
1.461,14.63,15.046,19.877,197.59,89.943,497.805,3953.997,4942.277,4.793,89.724,30.074,47.769,405,472.363,109.284,3655.0,1320.0,265.0,71.949,51.548,1.042,2039.0,1.28e+16,1.36e+16,4.69e+17,2.99e+17,32951.188,103.918,903.0,156,1277.17,45.33,0.34,32,-20.950000000000045,22.5296875,False,False,False,wet,H2O,117,28,28_33,none
0.998,17.275,15.109,20.015,197.501,89.928,497.584,3952.797,4941.13,4.917,89.789,30.037,48.096,405,470.391,109.303,3655.0,1476.0,210.0,72.134,51.662,1.033,2061.0,1.07e+16,79199999999999.9,256000000000000.03,3e+17,32572.838,104.467,903.0,157,1287.9,45.36,0.33,32,-19.309999999999945,22.4784375,False,False,False,wet,H2O,123,28,28_34,none
1.403,19.187,14.945,19.845,197.64,90.101,497.788,3954.407,4943.23,4.976,90.106,29.903,54.952,365,472.704,109.087,3670.0,1709.0,317.0,72.701,51.869,0.993,2052.0,1.08e+16,1.08e+17,3.45e+17,3.01e+17,32547.227,104.431,899.0,157,1294.32,44.98,0.16,32,-26.41999999999996,22.700625,False,False,False,wet,H2O,192,28,28_36,none
1.376,13.091,15.056,20.111,201.683,89.899,500.092,4000.689,5066.993,5.111,91.65,29.957,25.322,436,501.541,109.501,3633.0,1471.0,462.0,72.015,50.807,1.098,2074.0,8430000000000000.0,6.96e+16,4.74e+17,2.99e+17,31741.909,105.396,904.0,157,1034.28,38.53,0.18,109,-18.799999999999955,6.5944954128440365,False,False,False,dry,O2,128,8,8_9,none
1.001,17.927,15.017,20.04,201.66,89.95,496.132,4024.967,5121.446,5.267,93.744,29.943,41.369,405,523.466,104.745,3657.0,1381.0,315.0,71.732,50.781,0.905,2065.0,1.18e+16,3.5e+16,4.35e+17,3e+17,31722.521,104.338,907.0,155,1087.19,30.24,0.23,163,-11.039999999999964,4.362208588957055,False,False,False,dry,O2,96,8,8_10,none
0.878,16.723,15.059,19.751,203.827,90.07,499.688,4048.724,5065.631,5.104,91.08,30.007,44.372,405,534.514,109.286,3654.0,1564.0,343.0,71.286,51.285,0.95,2050.0,1.77e+16,1.21e+17,5.48e+17,3.01e+17,32069.291,104.466,877.0,156,1213.81,33.48,0.24,138,-7.990000000000009,5.13036231884058,False,False,False,dry,O2,107,8,8_11,none
1.307,12.575,15.126,19.922,197.886,89.994,497.928,3959.04,4948.774,4.828,89.965,29.791,38.468,365,466.163,108.352,3656.0,1423.0,257.0,72.233,51.636,0.968,2068.0,1.67e+16,1.31e+17,2410000000000000.0,2.99e+17,32451.872,103.588,893.0,155,1274.9,45.39,0.23,33,-22.769999999999985,21.90212121212121,False,False,False,wet,H2O,81,28,28_14,none
1.251,12.135,15.033,20.233,197.945,89.887,498.004,3959.798,4949.604,5.073,89.669,29.809,46.694,365,475.093,108.293,3669.0,1391.0,285.0,72.84,51.379,1.003,2044.0,1.78e+16,1.23e+16,1.5e+17,2.98e+17,32446.302,103.454,884.0,155,1278.56,45.41,0.31,33,-27.559999999999945,22.047272727272727,False,False,False,wet,H2O,144,28,28_15,none
1.168,11.458,14.966,19.792,197.01,90.061,497.007,3939.792,4924.641,4.765,89.747,30.001,39.811,365,467.023,108.247,3668.0,1533.0,307.0,72.705,51.258,0.961,2038.0,1.89e+16,4.4e+16,1.1e+18,2.99e+17,32461.998,103.253,885.0,155,1277.43,45.36,0.28,33,-26.83000000000004,22.02515151515152,False,False,False,wet,H2O,138,28,28_16,none
1.537,12.454,15.094,20.007,197.021,89.959,496.973,3942.766,4928.524,4.976,89.441,30.04,38.32,365,470.262,107.797,3658.0,1343.0,319.0,71.367,51.037,1.014,2054.0,1.73e+16,1.3e+16,4880000000000000.0,2.98e+17,32461.015,102.577,885.0,154,1269.1,45.45,0.26,32,-13.58000000000004,22.299375,False,False,False,wet,H2O,171,28,28_17,none
1.767,19.419,14.935,20.124,196.448,89.98,496.306,3925.196,4906.633,4.79,89.013,30.051,43.689,365,474.953,108.013,3668.0,1465.0,169.0,72.651,51.178,1.031,2063.0,1.45e+16,1.31e+16,8.7e+17,3e+17,32451.272,103.018,881.0,155,1274.69,45.49,0.11,31,-26.620000000000005,23.43935483870968,False,False,False,wet,H2O,129,28,28_18,none
1.527,11.004,15.002,19.941,195.977,89.935,495.981,3920.362,4900.362,4.914,89.045,30.125,35.85,365,464.507,107.994,3656.0,1475.0,269.0,71.954,51.29,1.045,2074.0,1.99e+16,1.06e+17,3340000000000000.5,2.99e+17,32360.321,103.093,881.0,155,1282.88,45.39,0.16,31,-19.200000000000045,23.200000000000003,False,False,False,wet,H2O,87,28,28_19,none
1.85,18.67,15.013,19.977,196.38,90.213,496.45,3926.123,4907.785,4.906,89.112,30.0,40.901,365,479.049,107.795,3664.0,1363.0,233.0,72.209,51.089,0.955,2045.0,3240000000000000.0,2410000000000000.0,60399999999999.9,3.02e+17,32551.259,102.894,881.0,154,1275.5,45.63,0.31,33,-22.57000000000005,21.896060606060608,False,False,False,wet,H2O,132,28,28_20,none
1.52,18.206,14.929,19.997,196.491,90.065,496.458,3929.206,4911.745,4.97,89.338,29.896,45.73,365,478.742,107.93,3668.0,1359.0,301.0,72.809,51.096,1.175,2062.0,4700000000000000.0,1.32e+16,1810000000000000.0,2.98e+17,32446.242,103.071,881.0,154,1282.89,45.47,0.2,33,-28.649999999999977,22.08030303030303,False,False,False,wet,H2O,114,28,28_21,none
1.755,19.065,15.053,20.059,196.17,90.112,495.954,3919.849,4899.826,4.769,88.441,29.933,24.145,365,464.221,106.135,3669.0,1481.0,269.0,72.931,51.001,0.881,2041.0,2560000000000000.0,9229999999999.855,576000000000000.1,3e+17,32441.462,102.619,878.0,154,1270.19,45.35,0.3,32,-28.83000000000004,22.7759375,False,False,False,wet,H2O,114,28,28_22,none
2.208,17.179,15.076,20.03,194.207,89.992,494.294,3887.893,4859.777,4.845,88.647,29.973,36.679,365,478.18,106.979,3654.0,1391.0,289.0,71.418,50.426,1.125,2068.0,5880000000000000.0,5.8e+16,22564131371.975,3.01e+17,32449.691,101.178,882.0,152,1279.1,45.38,0.12,29,-13.909999999999968,24.61758620689655,False,False,False,wet,H2O,117,28,28_23,none
2.018,17.479,15.125,20.206,195.587,90.001,495.496,3908.955,4886.119,4.927,88.591,30.092,30.459,365,466.614,106.881,3658.0,1384.0,250.0,72.146,50.847,0.9,2072.0,5920000000000000.0,158999999999999.88,236000000000.098,3e+17,32456.075,102.121,883.0,153,1283.49,45.52,0.1,29,-20.94000000000005,24.860000000000003,False,False,False,wet,H2O,84,28,28_24,none
1.885,13.87,15.072,20.119,194.952,90.187,494.899,3898.909,4873.696,5.051,89.002,30.098,40.482,365,471.663,108.146,3672.0,1496.0,238.0,73.003,51.263,1.032,2077.0,1.34e+16,4619999999999.967,723999999999.916,3.01e+17,32463.51,103.369,881.0,155,1280.82,45.89,0.02,30,-29.25,24.308333333333334,False,False,False,wet,H2O,141,28,28_25,none
1.898,19.519,15.29,20.049,195.567,89.955,495.67,3911.934,4889.871,4.981,88.692,29.868,37.7,365,465.294,108.382,3659.0,1462.0,270.0,72.11,50.951,1.07,2053.0,1.26e+16,116999999999999.98,983999999999.92,2.99e+17,32454.976,102.803,882.0,154,1279.95,45.86,0.18,33,-21.529999999999973,21.864545454545453,False,False,False,wet,H2O,93,28,28_26,none
2.044,13.355,14.862,19.942,194.822,90.103,494.629,3893.718,4867.385,4.978,88.587,29.886,24.524,365,464.843,106.244,3668.0,1419.0,320.0,72.159,50.651,0.979,2063.0,1.46e+16,71000000000000.06,7.88e+17,2.99e+17,32449.719,102.336,878.0,153,1281.1,45.79,0.17,32,-21.25,22.5390625,False,False,False,wet,H2O,171,28,28_27,none
1.955,17.768,15.055,20.085,202.913,89.928,494.898,4045.081,5139.174,5.087,91.602,30.025,36.688,405,516.542,108.47,3636.0,1635.0,466.0,71.367,51.367,1.095,2088.0,1.35e+16,4.33e+16,6.72e+17,2.99e+17,31527.646,97.75,914.0,151,1026.11,32.52,0.17,74,-12.620000000000005,9.63,False,False,False,wet,H2O,110,9,9_28,none
1.002,16.557,15.15,19.892,202.904,89.979,499.399,4010.186,5069.389,5.099,91.837,30.03,38.922,405,515.044,108.057,3644.0,1628.0,247.0,72.447,51.829,1.259,2063.0,1.44e+16,4.99e+16,5.27e+17,3.01e+17,32215.45,103.538,910.0,152,1075.93,38.1,0.23,65,-2.990000000000009,10.81523076923077,False,False,False,wet,H2O,115,9,9_29,none
0.732,12.463,15.055,19.81,202.662,90.117,501.279,4096.569,4984.029,4.995,93.727,29.953,37.644,365,531.174,107.938,3703.0,1393.0,400.0,71.796,51.014,1.265,2014.0,1.95e+16,3.4e+16,1.09e+18,2.99e+17,32325.671,102.565,907.0,157,1084.27,33.35,0.13,142,-4.809999999999945,4.963450704225352,False,False,False,dry,O2,137,9,9_30,none
1.018,14.129,14.905,19.971,200.47,89.964,493.293,4055.765,5034.128,5.14,88.9,30.093,32.579,436,505.808,106.261,3661.0,1526.0,465.0,71.167,51.686,1.038,2040.0,1.17e+16,7800000000000000.0,4.86e+17,3e+17,31723.482,103.409,900.0,155,952.63,37.72,0.16,80,-14.220000000000027,8.92775,False,False,False,dry,O2,163,9,9_31,none
0.799,17.818,14.758,19.98,203.024,90.106,496.709,3977.736,5011.895,5.1,92.624,30.066,44.178,436,522.708,108.105,3659.0,1574.0,485.0,72.694,51.359,1.144,2034.0,9580000000000000.0,1.35e+17,5.71e+17,2.99e+17,32407.738,102.516,900.0,150,1208.42,35.41,0.31,32,-0.4199999999999591,21.888125,False,False,False,dry,O2,167,9,9_32,none
1.277,14.299,15.047,19.807,200.743,90.33,498.516,4017.32,5030.32,5.05,93.512,29.908,53.622,436,515.433,109.881,3659.0,1654.0,489.0,70.28,51.797,1.077,2065.0,1.87e+16,-3.01e+16,8.68e+17,3.01e+17,32497.998,102.633,919.0,156,1348.62,31.82,0.22,32,-15.08000000000004,22.34625,False,False,True,dry,O2,183,9,9_33,none
0.955,13.564,14.907,19.769,203.455,89.984,499.6,3950.686,5046.075,5.087,90.599,30.036,27.009,436,473.237,109.846,3655.0,1464.0,368.0,71.418,51.305,1.038,2076.0,1.44e+16,9.13e+16,6.47e+17,3e+17,32148.168,102.75,892.0,154,1134.64,46.67,0.16,32,-10.879999999999995,22.215,False,False,False,dry,O2,75,9,9_34,none
1.175,16.757,15.064,20.009,200.617,89.868,498.565,4053.182,5009.274,4.987,93.818,29.988,39.217,436,521.56,106.119,3645.0,1521.0,251.0,72.011,51.503,1.073,2080.0,1.77e+16,9.62e+16,8.53e+17,2.98e+17,31400.67,101.65,871.0,155,1203.36,31.57,0.16,32,-12.67999999999995,22.27125,False,False,False,wet,H2O,75,9,9_35,none
1.167,16.621,14.905,20.024,204.057,90.08,497.496,4141.208,4984.812,5.038,91.668,30.113,40.049,405,551.395,108.14,3638.0,1705.0,413.0,71.46,51.04,0.875,2071.0,1.23e+16,8.67e+16,2.55e+17,3e+17,31092.915,102.779,898.0,153,1113.48,37.96,0.16,31,-9.299999999999956,22.88064516129032,False,False,False,wet,H2O,106,9,9_36,none
1.309,12.523,14.903,19.997,198.204,90.005,497.904,3960.448,4950.601,4.859,90.188,29.698,46.83,365,478.752,108.354,3664.0,1488.0,237.0,72.709,51.53,0.973,2075.0,1.73e+16,1.4e+17,1e+18,3.01e+17,32459.844,103.566,898.0,155,1283.43,45.28,-0.06,33,-27.870000000000005,22.05666666666667,True,False,False,wet,H2O,117,28,28_13,none
1.14,16.207,14.833,19.951,197.753,89.989,497.753,3953.256,4941.669,4.986,90.076,29.967,48.676,365,473.692,108.811,3662.0,1530.0,249.0,72.532,51.427,0.909,2075.0,8750000000000000.0,8.62e+16,3.45e+17,3.01e+17,32453.86,103.797,898.0,156,1283.9,45.42,0.23,32,-24.529999999999973,22.6415625,False,False,False,wet,H2O,129,28,28_12,none
1.299,15.873,15.166,19.991,197.483,89.895,497.337,3949.205,4936.759,4.875,89.954,29.962,41.762,365,474.693,108.71,3648.0,1333.0,150.0,71.778,51.609,1.063,2063.0,9450000000000000.0,6.98e+16,414999999999999.9,3e+17,32330.726,103.622,898.0,156,1273.89,45.18,0.42,32,-17.730000000000018,22.4290625,False,False,False,wet,H2O,57,28,28_11,none
1.337,15.772,14.97,19.911,197.759,89.86,497.746,3954.412,4942.995,4.644,89.743,29.86,45.562,365,472.367,108.817,3652.0,1447.0,162.0,72.0,51.793,1.047,2065.0,1.05e+16,7.19e+16,5.55e+16,2.98e+17,32234.817,104.29,898.0,156,1274.65,45.23,0.05,31,-20.25999999999999,23.234193548387097,False,False,False,wet,H2O,72,28,28_10,none
2.201,15.826,15.106,20.035,200.448,90.163,497.681,4139.677,4966.94,5.241,91.904,30.047,54.683,436,539.978,106.405,3646.0,1601.0,369.0,71.655,51.307,0.849,2053.0,1.32e+16,-5320000000000000.0,1.04e+18,3e+17,32157.303,101.012,919.0,149,1066.15,27.52,0.3,78,15.730000000000018,8.772692307692308,False,False,True,dry,O2,92,8,8_12,none
1.533,14.888,15.042,20.099,200.921,89.95,502.552,3999.67,5030.57,5.027,90.409,29.99,39.084,436,546.985,107.434,3662.0,1431.0,418.0,70.347,51.109,0.853,2033.0,9530000000000000.0,8.84e+16,4.29e+17,2.99e+17,31335.427,104.152,906.0,154,1139.77,38.16,0.13,124,-10.590000000000032,5.730564516129032,False,False,False,dry,O2,113,8,8_13,none
1.687,16.212,14.993,20.082,198.645,90.082,503.033,4048.753,4937.911,4.932,92.113,30.036,50.866,365,517.835,107.642,3671.0,1451.0,401.0,71.324,52.49,1.003,2032.0,1.13e+16,2.72e+17,6.65e+17,2.99e+17,30860.303,104.6,904.0,154,948.6,29.77,0.09,44,-5.909999999999968,16.04340909090909,False,False,False,dry,O2,192,8,8_14,none
1.428,17.637,15.001,19.951,200.977,89.989,501.588,4054.898,5050.969,5.057,94.217,30.007,40.861,436,521.554,108.066,3653.0,1518.0,314.0,71.203,51.218,1.035,2083.0,1.91e+16,1.09e+17,1.32e+17,3.03e+17,31055.843,103.57,890.0,154,1123.2,35.59,0.1,79,-8.32000000000005,8.96607594936709,False,False,False,wet,H2O,73,8,8_15,none
0.977,14.347,15.008,19.98,203.158,89.812,500.279,4058.55,4985.564,5.143,93.323,30.092,54.494,405,524.329,107.659,3684.0,1359.0,331.0,70.535,50.524,1.121,2051.0,1.36e+16,5.26e+16,3.97e+17,3.01e+17,32209.728,104.329,897.0,152,1058.61,39.15,0.22,110,8.990000000000009,6.281909090909091,False,False,False,dry,O2,97,8,8_16,none
1.625,12.459,15.087,19.868,196.599,90.002,501.577,4063.077,5063.132,5.026,92.417,30.051,44.98,436,536.555,108.192,3702.0,1443.0,264.0,71.586,51.039,1.033,2026.0,8380000000000000.0,1.43e+17,9.45e+17,3e+17,31158.184,105.504,892.0,158,1115.82,25.6,0.12,82,-16.75999999999999,8.740975609756097,False,False,False,dry,O2,128,8,8_17,none
0.718,19.064,15.107,20.074,200.973,90.127,504.046,4076.247,5036.375,4.978,90.154,29.887,46.249,365,518.753,105.877,3660.0,1445.0,287.0,69.204,51.667,0.956,2064.0,1.77e+16,1.16e+17,4.54e+17,3e+17,31315.736,104.062,875.0,156,1097.63,34.38,0.23,111,-9.58000000000004,6.392612612612613,False,False,False,wet,H2O,88,8,8_18,none
1.013,17.083,14.903,19.999,203.0,89.92,503.692,4000.76,5011.934,5.051,92.194,30.055,36.324,436,509.559,107.246,3656.0,1455.0,361.0,70.762,51.02,1.091,2058.0,1.07e+16,1.77e+17,1.1e+18,3e+17,31307.602,102.594,899.0,154,991.52,31.76,0.31,126,-20.899999999999977,5.721428571428572,False,False,False,wet,H2O,114,8,8_19,none
0.938,15.191,15.247,20.017,200.281,90.01,500.062,4086.603,4911.761,4.828,94.799,30.082,35.404,436,509.573,106.38,3640.0,1522.0,452.0,71.378,50.892,1.155,2090.0,8110000000000000.0,1.45e+17,5.52e+17,3.02e+17,33410.693,101.353,915.0,153,1231.42,31.71,0.33,59,-9.620000000000005,12.027457627118643,False,False,False,dry,O2,86,8,8_20,none
0.746,15.741,15.017,19.823,205.54,89.924,501.478,3966.872,5142.7,5.02,91.808,29.939,35.241,365,462.78,107.267,3668.0,1380.0,343.0,71.334,50.191,1.16,2026.0,6510000000000000.0,9.71e+16,6.28e+17,2.99e+17,32024.575,104.268,921.0,155,1115.12,30.88,0.29,80,-5.6200000000000045,8.82025,False,False,False,wet,H2O,72,8,8_21,none
1.032,18.842,14.844,20.088,201.288,89.909,501.021,4014.896,5015.247,5.128,92.327,30.024,56.157,405,512.774,107.527,3665.0,1435.0,-49.0,69.902,50.475,1.01,2073.0,1.22e+16,5.67e+16,6.37e+17,3.01e+17,32145.344,105.266,906.0,154,1169.7,32.04,0.14,72,-0.1599999999999681,9.724444444444444,False,True,False,dry,O2,50,8,8_23,none
1.297,12.442,15.234,19.912,203.726,90.024,499.185,4081.996,4965.549,4.916,91.97,29.958,31.703,436,536.596,107.546,3658.0,1472.0,419.0,71.149,51.274,1.02,2069.0,8470000000000000.0,7.01e+16,5.18e+17,2.99e+17,31352.622,103.535,909.0,155,1133.17,34.97,0.19,29,-9.740000000000007,24.47379310344828,False,False,False,dry,O2,48,10,10_40,none
1.922,17.882,14.876,19.924,203.307,90.024,499.825,4069.241,5030.806,5.193,90.795,30.21,46.009,436,526.194,108.407,3636.0,1415.0,351.0,70.295,51.433,1.014,2071.0,1.17e+16,1.76e+17,6.59e+17,3e+17,31367.365,104.816,904.0,156,1247.61,36.8,0.17,121,-0.6399999999999864,5.790413223140496,False,False,False,wet,H2O,82,8,8_24,none
1.192,17.734,14.991,19.979,204.199,90.014,499.465,4132.05,5014.737,5.142,90.506,29.839,55.872,405,516.969,109.508,3644.0,1526.0,364.0,70.557,51.378,1.009,2076.0,1.34e+16,8.61e+16,7.3e+17,3.01e+17,32135.095,101.325,892.0,156,1088.29,35.03,0.31,123,-3.759999999999991,5.721626016260163,False,False,False,wet,H2O,105,8,8_26,none
1.238,16.916,14.893,20.064,204.196,90.052,501.871,4102.963,5007.891,5.041,91.296,29.958,45.749,436,532.235,110.363,3641.0,1443.0,241.0,71.78,52.117,1.14,2087.0,1.35e+16,8.91e+16,2.67e+17,3e+17,31851.914,102.018,907.0,157,1071.0,34.54,0.15,57,-9.860000000000014,12.453684210526315,False,False,False,dry,O2,81,8,8_27,none
1.529,19.268,14.928,20.088,197.197,89.98,497.249,3945.389,4931.382,4.836,89.966,30.132,52.18,405,518.481,108.782,3656.0,1398.0,234.0,72.234,51.541,0.937,2089.0,2330000000000000.0,362000000000000.06,1040000000000000.0,2.99e+17,32771.884,103.638,902.0,156,1278.39,45.0,0.06,31,-22.700000000000045,23.31290322580645,False,False,False,wet,H2O,99,28,28_1,none
0.934,13.275,14.963,19.925,197.658,90.142,497.826,3956.698,4945.945,4.905,89.949,29.939,54.048,405,501.218,108.984,3651.0,1439.0,209.0,72.222,51.928,1.039,2047.0,1.57e+16,1.47e+17,8.61e+17,3.02e+17,32767.733,104.453,901.0,157,1278.66,45.18,0.17,31,-22.870000000000005,23.318387096774195,False,False,False,wet,H2O,51,28,28_2,none
1.125,15.753,15.03,20.02,197.568,90.028,497.589,3952.561,4940.692,5.064,89.687,30.116,55.097,405,506.081,108.04,3651.0,1437.0,269.0,72.088,51.262,1.021,2051.0,1.03e+16,5550000000000000.0,4.07e+16,3.01e+17,32767.938,103.104,901.0,155,1278.82,45.01,0.18,32,-19.25,22.4765625,False,False,False,wet,H2O,90,28,28_3,none
1.223,20.125,15.085,19.943,197.615,89.845,497.594,3950.944,4938.954,5.09,89.727,29.912,53.56,405,520.937,108.672,3661.0,1617.0,261.0,72.309,51.334,0.949,2070.0,5250000000000000.0,9550000000000000.0,1.92e+16,3e+17,32757.964,103.272,902.0,155,1281.84,45.14,0.2,32,-24.899999999999977,22.653125,False,False,False,wet,H2O,132,28,28_4,none
1.383,10.341,15.215,19.983,197.402,89.736,497.342,3948.403,4935.677,5.064,89.864,30.11,58.019,405,518.887,108.755,3657.0,1563.0,312.0,71.781,51.646,0.937,2051.0,2.15e+16,2410000000000000.0,187999999999999.84,2.99e+17,32758.81,103.829,903.0,156,1275.99,45.41,0.48,30,-18.71000000000004,23.957,False,False,False,wet,H2O,156,28,28_5,none
1.256,14.442,14.984,19.844,197.947,89.938,497.511,3953.819,4942.273,4.936,89.698,29.966,47.862,405,514.865,109.131,3655.0,1320.0,265.0,72.121,51.607,1.274,2039.0,1.28e+16,1.36e+16,4.69e+17,2.99e+17,32951.113,103.761,903.0,156,1276.43,45.35,0.19,32,-20.639999999999983,22.52,False,False,False,wet,H2O,117,28,28_6,none
1.241,15.329,15.155,20.072,197.671,89.998,497.462,3952.818,4941.347,4.918,89.811,29.984,48.038,405,510.93,109.337,3655.0,1476.0,210.0,71.797,51.806,0.815,2061.0,1.07e+16,79199999999999.86,255999999999999.9,3e+17,32572.96,104.431,903.0,157,1275.06,45.22,0.23,32,-19.25999999999999,22.476875,False,False,False,wet,H2O,123,28,28_7,none
0.863,15.515,14.918,19.912,197.655,90.105,497.719,3953.647,4942.149,5.05,89.837,30.08,44.016,365,465.08,110.155,3649.0,1433.0,202.0,71.436,51.836,1.104,2078.0,1.05e+16,1050000000000000.0,5.4e+17,3e+17,32547.868,104.5,903.0,157,1278.92,45.33,0.35,32,-15.960000000000036,22.37375,False,False,False,wet,H2O,99,28,28_8,none
1.515,15.344,14.946,20.069,197.76,90.051,497.683,3954.433,4943.001,4.95,89.979,29.919,54.724,365,478.735,109.085,3670.0,1494.0,317.0,72.687,51.839,1.129,2052.0,1.08e+16,1.08e+17,3.45e+17,3.01e+17,32547.32,104.897,899.0,157,1282.12,45.05,0.25,32,-26.46000000000004,22.701875,False,False,False,wet,H2O,192,28,28_9,none
1.6,19.737,15.165,19.969,203.191,89.94,499.838,4014.39,4941.154,4.967,91.664,29.873,57.491,405,566.606,107.644,3643.0,1382.0,378.0,70.624,51.853,1.057,2072.0,7500000000000000.0,4.31e+16,8.26e+17,3.01e+17,31803.015,101.57,924.0,158,1034.32,29.54,0.3,116,-8.67999999999995,6.109310344827586,False,False,False,dry,O2,99,8,8_25,none
0.708,13.996,14.866,19.935,199.865,89.978,505.815,3982.157,5008.97,4.881,88.791,29.858,28.552,405,527.538,109.074,3651.0,1683.0,314.0,71.238,52.076,0.991,2081.0,1.47e+16,6.69e+16,6.47e+17,3.01e+17,30552.42,102.995,944.0,155,961.62,32.63,0.27,29,-9.389999999999986,24.46172413793104,False,False,False,wet,H2O,15,10,10_41,none
0.648,18.276,14.949,19.878,197.076,89.945,494.869,4041.038,5018.324,4.922,90.383,29.843,73.576,436,543.808,106.924,3644.0,1458.0,340.0,71.26,50.172,1.187,2065.0,2490000000000000.0,1.06e+17,7.89e+17,2.99e+17,31715.519,103.703,896.0,155,1235.12,38.05,0.26,29,2.289999999999964,24.05896551724138,False,False,False,dry,O2,115,10,10_42,none
1.914,16.244,15.106,20.007,198.699,90.218,499.942,4001.432,5037.44,4.839,91.399,29.993,41.35,405,515.607,107.682,3680.0,1554.0,231.0,71.019,51.474,1.09,2012.0,1.14e+16,1.7e+17,6.04e+17,2.98e+17,31692.863,102.847,931.0,157,1107.16,29.03,0.27,30,-3.57000000000005,23.452333333333332,False,False,False,dry,O2,124,10,10_44,none
1.716,14.861,15.153,20.007,202.415,90.084,502.555,4049.291,5061.431,5.091,93.168,30.131,30.916,365,472.374,106.195,3645.0,1466.0,224.0,70.431,50.444,0.918,2078.0,1.29e+16,1.21e+17,4.61e+17,2.98e+17,32353.13,100.898,869.0,152,1281.62,44.84,0.09,24,-3.870000000000005,29.327916666666667,False,False,False,wet,H2O,54,31,31_49,none
1.811,20.643,14.994,19.879,203.129,89.843,503.159,4064.163,5080.369,5.246,93.144,30.073,33.58,365,473.373,106.591,3663.0,1390.0,333.0,71.601,50.549,0.744,2067.0,7340000000000000.0,526000000000000.0,207000000000000.1,3.01e+17,32365.33,101.162,869.0,152,1285.85,44.75,0.2,24,4.330000000000041,28.98625,False,False,False,wet,H2O,84,31,31_50,none
1.749,20.408,15.027,20.001,204.278,89.991,504.058,4084.411,5105.89,5.171,94.113,29.988,48.865,365,482.086,107.929,3658.0,1561.0,269.0,71.687,50.857,1.105,2083.0,7360000000000000.0,2.35e+16,2.09e+16,2.99e+17,32257.78,102.096,869.0,153,1279.06,44.68,0.2,26,-18.049999999999955,27.61730769230769,False,False,False,wet,H2O,30,31,31_51,none
0.947,15.288,15.087,20.109,205.39,90.009,505.327,4108.018,5135.054,5.099,94.181,30.076,35.997,365,469.862,107.407,3656.0,1665.0,216.0,71.312,51.048,1.106,2043.0,1.19e+16,4.36e+16,3.47e+16,2.98e+17,32254.07,102.536,868.0,154,1287.14,45.11,0.2,27,-13.470000000000027,26.424814814814816,False,False,False,wet,H2O,48,31,31_52,none
1.313,19.049,15.029,20.094,204.844,90.028,505.146,4100.455,5125.595,5.269,93.562,29.977,39.517,365,480.619,107.397,3662.0,1573.0,236.0,72.02,50.876,0.97,2055.0,4190000000000000.0,1230000000000000.0,11044952.413,3.02e+17,32254.317,102.089,868.0,153,1292.26,44.91,0.37,25,-20.519999999999985,28.8208,False,False,False,wet,H2O,15,31,31_53,none
0.967,17.301,15.077,19.979,204.42,89.993,504.54,4087.27,5109.038,5.274,93.39,29.857,31.233,365,471.57,106.682,3664.0,1526.0,151.0,71.31,50.932,0.992,2040.0,7580000000000000.0,5.16e+16,3.46e+17,2.99e+17,32255.785,102.408,868.0,153,1290.73,44.8,0.16,26,-12.039999999999964,27.38615384615385,False,False,False,wet,H2O,207,31,31_54,Near-full
